iter	Passed	Remaining
194	2383	9840
195	2400	9845
196	2412	9834
197	2423	9817
198	2437	9809
199	2449	9797
200	2463	9790
201	2476	9784
202	2488	9770
203	2504	9772
204	2517	9762
205	2530	9753
206	2540	9734
207	2553	9721
208	2565	9711
209	2578	9701
210	2589	9682
211	2601	9670
212	2619	9676
213	2630	9661
214	2645	9658
215	2654	9634
216	2663	9611
217	2676	9601
218	2688	9587
219	2698	9566
220	2709	9549
221	2717	9522
222	2728	9506
223	2739	9491
224	2748	9468
225	2761	9457
226	2775	9451
227	2787	9440
228	2796	9415
229	2808	9401
230	2817	9378
231	2826	9357
232	2838	9344
233	2846	9318
234	2857	9301
235	2868	9287
236	2877	9263
237	2888	9248
238	2897	9225
239	2908	9211
240	2922	9203
241	2936	9197
242	2944	9172
243	2955	9157
244	2963	9133
245	2974	9116
246	2986	9105
247	2997	9088
248	3006	9069
249	3020	9060
250	3034	9054
251	3042	9030
252	3055	9021
253	3067	9008
254	3075	8986
255	3087	8972
256	3099	8959
257	3107	8938
258	3119	8924
259	3130	8910
260	3139	8889
261	3151	8877
262	3165	8870
263	3176	8856
264	3187	8841
265	3201	8833
266	3213	8823
267	3223	8803
268	3237	8797
269	3250	8788
270	3263	8779
271	3274	8762
272	3285	8748
273	3297	8737
274	3310	8727
275	3320	8711
276	3335	8707
277	3350	8700
278	3364	8694
279	3378	8688
280	3393	8681
281	3407	8675
282	3425	8678
283	3436	8663
284	3450	8655
285	3464	8650
286	3479	8644
287	3492	8635
288	3504	8622
289	3516	8610
290	3531	8603
291	3544	8593
292	3558	8585
293	3572	8578
294	3583	8562
295	3595	8552
296	3610	8545
297	3625	8539
298	3642	8540
299	3658	8537
300	3674	8533
301	3689	8526
302	3703	8520
303	3718	8513
304	3735	8511
305	3751	8507
306	3767	8505
307	3779	8492
308	3793	8483
309	3807	8475
310	3824	8471
311	3839	8467
312	3856	8463
313	3871	8457
314	3886	8450
315	3901	8444
316	3916	8438
317	3929	8426
318	3942	8416
319	3960	8415
320	3976	8410
321	3991	8403
322	4005	8396
323	4019	8386
324	4034	8379
325	4050	8374
326	4064	8364
327	4075	8349
328	4088	8337
329	4103	8331
330	4117	8322
331	4131	8313
332	4144	8302
333	4156	8287
334	4170	8278
335	4184	8268
336	4199	8260
337	4213	8253
338	4230	8248
339	4245	8242
340	4264	8241
341	4279	8232
342	4291	8220
343	4303	8206
344	4318	8198
345	4334	8192
346	4349	8184
347	4363	8175
348	4380	8170
349	4397	8167
350	4418	8169
351	4435	8165
352	4450	8156
353	4465	8148
354	4480	8140
355	4495	8132
356	4511	8125
357	4527	8119
358	4545	8116
359	4562	8110
360	4576	8100
361	4592	8094
362	4609	8089
363	4624	8080
364	4640	8073
365	4655	8065
366	4671	8056
367	4686	8047
368	4704	8044
369	4720	8037
370	4736	8029
371	4753	8024
372	4765	8009
373	4777	7996
374	4791	7985
375	4805	7974
376	4819	7963
377	4836	7957
378	4846	7941
379	4860	7930
380	4873	7918
381	4886	7906
382	4900	7894
383	4915	7885
384	4927	7870
385	4941	7859
386	4955	7848
387	4972	7842
388	4986	7832
389	5003	7826
390	5018	7817
391	5035	7809
392	5050	7801
393	5067	7794
394	5085	7789
395	5100	7779
396	5116	7770
397	5133	7765
398	5148	7755
399	5163	7744
400	5180	7738
401	5196	7730
402	5212	7721
403	5228	7713
404	5243	7703
405	5258	7693
406	5274	7684
407	5286	7671
408	5301	7660
409	5315	7649
410	5329	7638
411	5348	7633
412	5362	7622
413	5376	7610
414	5390	7598
415	5403	7585
416	5417	7573
417	5432	7563
418	5447	7553
419	5461	7542
420	5475	7530
421	5491	7521
422	5504	7508
423	5515	7492
424	5529	7480
425	5542	7468
426	5557	7457
427	5572	7447
428	5586	7436
429	5603	7428
430	5618	7417
431	5633	7407
432	5645	7392
433	5659	7380
434	5673	7369
435	5687	7357
436	5701	7345
437	5712	7329
438	5726	7317
439	5741	7306
440	5754	7294
441	5772	7287
442	5787	7276
443	5800	7264
444	5812	7248
445	5825	7235
446	5838	7223
447	5852	7211
448	5866	7199
449	5878	7185
450	5890	7170
451	5906	7161
452	5920	7149
453	5934	7136
454	5947	7124
455	5959	7109
456	5971	7095
457	5985	7083
458	6001	7073
459	6015	7061
460	6029	7049
461	6047	7041
462	6063	7032
463	6079	7022
464	6095	7013
465	6111	7003
466	6129	6995
467	6145	6985
468	6159	6974
469	6171	6959
470	6185	6946
471	6201	6937
472	6216	6926
473	6232	6915
474	6247	6905
475	6264	6895
476	6279	6885
477	6291	6870
478	6303	6856
479	6316	6842
480	6330	6830
481	6344	6818
482	6359	6807
483	6375	6797
484	6390	6785
485	6403	6772
486	6437	6781
487	6484	6803
488	6509	6802
489	6539	6806
490	6559	6800
491	6576	6790
492	6589	6776
493	6602	6762
494	6617	6750
495	6630	6737
496	6646	6726
497	6662	6716
498	6677	6704
499	6690	6690
500	6704	6677
501	6719	6665
502	6734	6654
503	6749	6642
504	6763	6629
505	6780	6619
506	6794	6606
507	6808	6594
508	6822	6581
509	6837	6569
510	6853	6558
511	6872	6550
512	6887	6538
513	6903	6527
514	6921	6518
515	6937	6507
516	6954	6497
517	6969	6485
518	6983	6471
519	7000	6462
520	7015	6449
521	7028	6435
522	7040	6421
523	7055	6409
524	7070	6396
525	7082	6382
526	7094	6367
527	7106	6353
528	7121	6340
529	7135	6327
530	7152	6316
531	7167	6305
532	7180	6291
533	7194	6278
534	7206	6263
535	7219	6249
536	7233	6237
537	7248	6224
538	7262	6211
539	7274	6196
540	7288	6184
541	7302	6170
542	7316	6157
543	7330	6144
544	7344	6131
545	7355	6116
546	7367	6101
547	7398	6102
548	7444	6115
549	7475	6115
550	7496	6108
551	7511	6096
552	7525	6082
553	7538	6068
554	7550	6054
555	7564	6040
556	7576	6025
557	7591	6013
558	7606	6001
559	7619	5986
560	7631	5971
561	7645	5958
562	7659	5945
563	7673	5932
564	7688	5919
565	7705	5908
566	7718	5894
567	7734	5882
568	7746	5867
569	7759	5853
570	7775	5841
571	7790	5828
572	7805	5816
573	7819	5803
574	7832	5789
575	7847	5776
576	7861	5762
577	7881	5754
578	7896	5741
579	7911	5728
580	7924	5715
581	7939	5702
582	7955	5690
583	7970	5677
584	7984	5664
585	7999	5651
586	8019	5642
587	8035	5630
588	8050	5617
589	8067	5606
590	8083	5594
591	8099	5582
592	8115	5570
593	8130	5556
594	8142	5542
595	8155	5528
596	8172	5516
597	8187	5503
598	8200	5490
599	8217	5478
600	8233	5466
601	8247	5452
602	8260	5438
603	8272	5423
604	8285	5409
605	8299	5396
606	8314	5383
607	8329	5370
608	8342	5356
609	8353	5341
610	8366	5326
611	8381	5314
612	8397	5301
613	8411	5288
614	8426	5275
615	8442	5262
616	8455	5248
617	8468	5234
618	8480	5220
619	8495	5206
620	8508	5192
621	8520	5178
622	8532	5163
623	8545	5149
624	8560	5136
625	8574	5122
626	8589	5110
627	8605	5097
628	8617	5082
629	8629	5067
630	8642	5054
631	8657	5041
632	8671	5027
633	8684	5013
634	8696	4998
635	8710	4985
636	8726	4973
637	8748	4964
638	8763	4950
639	8775	4936
640	8789	4922
641	8804	4909
642	8819	4896
643	8831	4881
644	8842	4866
645	8856	4853
646	8870	4839
647	8888	4828
648	8903	4815
649	8917	4801
650	8929	4787
651	8942	4772
652	8954	4758
653	8968	4745
654	8982	4731
655	8996	4717
656	9008	4702
657	9021	4689
658	9035	4675
659	9050	4662
660	9063	4648
661	9075	4633
662	9087	4618
663	9100	4605
664	9117	4592
665	9132	4579
666	9148	4567
667	9166	4555
668	9182	4543
669	9198	4530
670	9217	4519
671	9236	4508
672	9254	4496
673	9271	4484
674	9284	4470
675	9300	4457
676	9315	4444
677	9331	4431
678	9346	4418
679	9361	4405
680	9377	4392
681	9394	4380
682	9409	4367
683	9424	4353
684	9437	4339
685	9457	4328
686	9472	4315
687	9484	4301
688	9498	4287
689	9511	4273
690	9527	4260
691	9544	4248
692	9560	4235
693	9576	4222
694	9592	4209
695	9608	4197
696	9623	4183
697	9638	4170
698	9652	4156
699	9666	4142
700	9680	4129
701	9692	4114
702	9707	4101
703	9723	4088
704	9739	4075
705	9753	4061
706	9770	4049
707	9786	4036
708	9801	4022
709	9813	4008
710	9825	3993
711	9838	3979
712	9853	3966
713	9867	3952
714	9880	3938
715	9896	3925
716	9911	3911
717	9922	3897
718	9937	3883
719	9951	3870
720	9964	3855
721	9977	3841
722	9989	3827
723	10002	3813
724	10017	3799
725	10034	3787
726	10051	3774
727	10065	3760
728	10079	3746
729	10091	3732
730	10103	3718
731	10117	3704
732	10131	3690
733	10146	3677
734	10160	3663
735	10175	3649
736	10187	3635
737	10200	3621
738	10215	3607
739	10229	3594
740	10244	3580
741	10256	3566
742	10268	3551
743	10280	3537
744	10295	3523
745	10313	3511
746	10329	3498
747	10345	3485
748	10359	3471
749	10372	3457
750	10386	3443
751	10400	3429
752	10412	3415
753	10427	3402
754	10441	3388
755	10455	3374
756	10471	3361
757	10483	3347
758	10496	3332
759	10509	3318
760	10524	3305
761	10538	3291
762	10550	3277
763	10562	3262
764	10575	3248
765	10589	3234
766	10604	3221
767	10619	3207
768	10636	3194
769	10654	3182
770	10670	3169
771	10686	3156
772	10705	3143
773	10722	3130
774	10738	3117
775	10754	3104
776	10770	3091
777	10786	3077
778	10801	3064
779	10818	3051
780	10838	3039
781	10853	3025
782	10870	3012
783	10886	2999
784	10912	2988
785	10928	2975
786	10942	2961
787	10958	2948
788	10976	2935
789	10992	2921
790	11004	2907
791	11018	2893
792	11031	2879
793	11043	2865
794	11055	2850
795	11067	2836
796	11081	2822
797	11094	2808
798	11106	2793
799	11120	2780
800	11133	2765
801	11147	2752
802	11162	2738
803	11178	2725
804	11191	2711
805	11204	2696
806	11216	2682
807	11230	2668
808	11245	2654
809	11260	2641
810	11272	2626
811	11284	2612
812	11297	2598
813	11311	2584
814	11326	2570
815	11338	2556
816	11353	2543
817	11366	2529
818	11379	2514
819	11397	2501
820	11412	2488
821	11428	2474
822	11444	2461
823	11459	2447
824	11475	2434
825	11490	2420
826	11506	2407
827	11519	2393
828	11538	2380
829	11555	2366
830	11568	2352
831	11581	2338
832	11593	2324
833	11607	2310
834	11623	2296
835	11638	2283
836	11652	2269
837	11666	2255
838	11680	2241
839	11694	2227
840	11708	2213
841	11724	2200
842	11738	2186
843	11753	2172
844	11765	2158
845	11776	2143
846	11789	2129
847	11802	2115
848	11818	2102
849	11833	2088
850	11846	2074
851	11860	2060
852	11874	2046
853	11886	2032
854	11900	2018
855	11914	2004
856	11926	1989
857	11938	1975
858	11953	1962
859	11965	1947
860	11979	1933
861	11994	1920
862	12007	1906
863	12021	1892
864	12037	1878
865	12051	1864
866	12063	1850
867	12078	1836
868	12094	1823
869	12112	1809
870	12128	1796
871	12145	1782
872	12158	1768
873	12171	1754
874	12186	1740
875	12200	1727
876	12215	1713
877	12232	1699
878	12245	1685
879	12261	1671
880	12275	1658
881	12291	1644
882	12304	1630
883	12318	1616
884	12331	1602
885	12346	1588
886	12359	1574
887	12371	1560
888	12384	1546
889	12397	1532
890	12412	1518
891	12425	1504
892	12439	1490
893	12451	1476
894	12461	1462
895	12474	1447
896	12488	1434
897	12502	1420
898	12514	1406
899	12527	1391
900	12541	1378
901	12554	1364
902	12568	1350
903	12579	1335
904	12592	1321
905	12605	1307
906	12620	1294
907	12634	1280
908	12645	1265
909	12656	1251
910	12670	1237
911	12686	1224
912	12702	1210
913	12716	1196
914	12730	1182
915	12742	1168
916	12753	1154
917	12767	1140
918	12780	1126
919	12793	1112
920	12805	1098
921	12818	1084
922	12834	1070
923	12846	1056
924	12857	1042
925	12869	1028
926	12883	1014
927	12898	1000
928	12914	987
929	12929	973
930	12941	959
931	12951	944
932	13158	944
933	13178	931
934	13212	918
935	13229	904
936	13248	890
937	13265	876
938	13283	862
939	13300	848
940	13316	834
941	13334	821
942	13351	807
943	13370	793
944	13387	779
945	13408	765
946	13428	751
947	13444	737
948	13462	723
949	13478	709
950	13496	695
951	13518	681
952	13625	671
953	13651	658
954	13673	644
955	13710	631
956	13731	617
957	13747	602
958	13769	588
959	13790	574
960	13810	560
961	13831	546
962	13853	532
963	13880	518
964	13902	504
965	13920	489
966	13934	475
967	13951	461
968	13970	446
969	13986	432
970	14002	418
971	14020	403
972	14034	389
973	14052	375
974	14069	360
975	14090	346
976	14124	332
977	14143	318
978	14163	303
979	14184	289
980	14201	275
981	14218	260
982	14233	246
983	14251	231
984	14267	217
985	14284	202
986	14300	188
987	14316	173
988	14330	159
989	14349	144
990	14366	130
991	14382	115
992	14398	101
993	14414	87
994	14427	72
995	14443	58
996	14455	43
997	14469	28
998	14482	14
999	14494	0
